Equipment_Record_ID,Source_UID,Data_Split,ProductType,Humidity,Temperature,Age,Quantity,MTTF
7156,2156,Testing,Pump,19.67,56.68,8,38467,
7157,2157,Testing,Coil Oven,55.34,78.69,4,41306,
7158,2158,Testing,Pressure Cutter,99.03,83.07,4,47389,
7159,2159,Testing,Pressure Cutter,26.47,69.41,2,42682,
7160,2160,Testing,Coil Oven,37.5,93.72,2,28128,
7161,2161,Testing,Coil Oven,27.78,40.56,17,48474,
7162,2162,Testing,Extruder,6.79,76.73,12,34995,
7163,2163,Testing,Pressure Cutter,71.12,94.41,9,24249,
7164,2164,Testing,Extruder,66.52,75.33,6,42430,
7165,2165,Testing,Extruder,28.08,46.85,3,77129,
7166,2166,Testing,Extruder,86.82,85.75,10,73606,
7167,2167,Testing,Coil Oven,36.14,56.86,13,75451,
7168,2168,Testing,Pump,47.79,60.38,16,29299,
7169,2169,Testing,Pressure Cutter,7.67,56.46,7,33305,
7170,2170,Testing,Pressure Cutter,71.69,91.91,8,71756,
7171,2171,Testing,Extruder,41.73,53.12,5,36400,
7172,2172,Testing,Coil Oven,9.98,40.25,7,55785,
7173,2173,Testing,Pump,86.76,78.02,9,37672,
7174,2174,Testing,Coil Oven,19.86,84.76,12,64405,
7175,2175,Testing,Pressure Cutter,83.84,57.28,9,34839,
7176,2176,Testing,Gauge Machine,58.54,35.02,8,40094,
7177,2177,Testing,Extruder,97.12,70.13,8,46403,
7178,2178,Testing,Pump,77.98,60.69,1,44087,
7179,2179,Testing,Gauge Machine,64.6,46.28,7,76387,
7180,2180,Testing,Coil Oven,77.66,60.34,7,73584,
7181,2181,Testing,Gauge Machine,7.7,42.14,12,34999,
7182,2182,Testing,Coil Oven,84.12,85.51,3,42933,
7183,2183,Testing,Pressure Cutter,9.65,85.35,16,72430,
7184,2184,Testing,Coil Oven,13.73,67.0,14,75032,
7185,2185,Testing,Extruder,57.36,84.54,14,34035,
7186,2186,Testing,Coil Oven,79.6,89.4,2,68581,
7187,2187,Testing,Gauge Machine,59.2,44.21,6,70087,
7188,2188,Testing,Coil Oven,64.88,79.35,7,56151,
7189,2189,Testing,Gauge Machine,66.97,63.1,5,72520,
7190,2190,Testing,Coil Oven,53.25,42.75,15,56810,
7191,2191,Testing,Pump,72.53,88.77,4,38098,
7192,2192,Testing,Pump,25.69,41.48,11,75713,
7193,2193,Testing,Pump,71.32,79.34,6,39520,
7194,2194,Testing,Gauge Machine,26.81,60.02,3,50382,
7195,2195,Testing,Gauge Machine,7.11,50.17,10,54331,
7196,2196,Testing,Pump,64.71,39.24,16,65167,
7197,2197,Testing,Coil Oven,52.15,37.45,6,59736,
7198,2198,Testing,Gauge Machine,88.42,90.06,15,23029,
7199,2199,Testing,Coil Oven,65.35,93.19,7,49264,
7200,2200,Testing,Pressure Cutter,76.1,44.22,4,65109,
7201,2201,Testing,Pressure Cutter,23.94,94.52,6,26813,
7202,2202,Testing,Extruder,28.04,66.67,15,48229,
7203,2203,Testing,Extruder,51.7,61.33,14,79701,
7204,2204,Testing,Pressure Cutter,37.35,53.91,6,42975,
7205,2205,Testing,Pressure Cutter,87.33,91.6,7,40475,
7206,2206,Testing,Coil Oven,33.88,60.55,6,70424,
7207,2207,Testing,Pressure Cutter,18.43,56.76,8,63329,
7208,2208,Testing,Pump,41.45,64.3,17,42520,
7209,2209,Testing,Pressure Cutter,50.63,50.36,11,36693,
7210,2210,Testing,Gauge Machine,97.0,35.2,5,63584,
7211,2211,Testing,Pressure Cutter,81.59,66.82,17,72025,
7212,2212,Testing,Coil Oven,96.92,45.71,16,42007,
7213,2213,Testing,Extruder,71.94,41.58,7,70710,
7214,2214,Testing,Coil Oven,57.01,86.5,7,46946,
7215,2215,Testing,Coil Oven,48.89,90.1,4,55049,
7216,2216,Testing,Pressure Cutter,96.8,93.41,5,73479,
7217,2217,Testing,Extruder,97.54,65.91,17,25142,
7218,2218,Testing,Extruder,54.53,75.59,10,60962,
7219,2219,Testing,Coil Oven,19.11,93.69,5,74513,
7220,2220,Testing,Extruder,37.89,47.63,12,77083,
7221,2221,Testing,Extruder,99.15,47.69,5,58671,
7222,2222,Testing,Gauge Machine,93.22,94.29,2,41000,
7223,2223,Testing,Pump,72.93,84.37,9,55004,
7224,2224,Testing,Pump,92.73,51.2,4,25686,
7225,2225,Testing,Gauge Machine,68.02,91.14,13,30677,
7226,2226,Testing,Pressure Cutter,62.59,62.22,4,35146,
7227,2227,Testing,Coil Oven,9.01,36.48,4,31040,
7228,2228,Testing,Gauge Machine,21.69,79.91,16,73734,
7229,2229,Testing,Extruder,13.2,44.64,7,26760,
7230,2230,Testing,Coil Oven,36.26,83.97,9,37729,
7231,2231,Testing,Pump,98.33,66.43,9,36295,
7232,2232,Testing,Coil Oven,41.09,74.43,1,40933,
7233,2233,Testing,Pump,85.99,53.17,16,75753,
7234,2234,Testing,Extruder,77.06,52.66,2,69713,
7235,2235,Testing,Coil Oven,31.52,50.4,12,46047,
7236,2236,Testing,Coil Oven,24.72,66.51,14,32866,
7237,2237,Testing,Coil Oven,49.04,90.45,14,34853,
7238,2238,Testing,Extruder,87.77,68.49,12,57667,
7239,2239,Testing,Gauge Machine,94.66,40.3,17,43714,
7240,2240,Testing,Pump,40.65,79.06,3,61878,
7241,2241,Testing,Coil Oven,77.27,74.98,3,78358,
7242,2242,Testing,Pressure Cutter,87.63,66.72,10,44516,
7243,2243,Testing,Gauge Machine,75.75,63.3,3,57208,
7244,2244,Testing,Pressure Cutter,23.11,85.29,9,64589,
7245,2245,Testing,Coil Oven,6.72,56.07,15,56462,
7246,2246,Testing,Extruder,84.7,74.17,5,69109,
7247,2247,Testing,Pressure Cutter,8.23,57.1,13,44733,
7248,2248,Testing,Gauge Machine,35.3,63.75,8,51417,
7249,2249,Testing,Coil Oven,74.0,61.59,12,59844,
7250,2250,Testing,Gauge Machine,20.07,89.46,4,53325,
7251,2251,Testing,Gauge Machine,67.93,55.15,4,70369,
7252,2252,Testing,Pump,67.53,88.06,5,61470,
7253,2253,Testing,Extruder,29.42,37.72,5,75964,
7254,2254,Testing,Coil Oven,96.85,88.58,3,33370,
7255,2255,Testing,Extruder,39.92,36.11,5,52258,
7256,2256,Testing,Pump,25.48,59.5,6,77771,
7257,2257,Testing,Extruder,45.19,77.79,11,75732,
7258,2258,Testing,Coil Oven,93.73,82.94,11,60731,
7259,2259,Testing,Coil Oven,57.6,48.54,14,63702,
7260,2260,Testing,Extruder,9.08,80.51,4,74312,
7261,2261,Testing,Gauge Machine,95.29,88.47,7,38331,
7262,2262,Testing,Coil Oven,79.75,57.9,4,57967,
7263,2263,Testing,Pump,89.8,94.13,14,29739,
7264,2264,Testing,Pump,28.11,52.23,2,65659,
7265,2265,Testing,Pressure Cutter,61.43,38.76,11,43699,
7266,2266,Testing,Extruder,44.77,82.66,15,30134,
7267,2267,Testing,Pump,12.33,53.85,9,76190,
7268,2268,Testing,Pressure Cutter,7.65,40.94,7,40516,
7269,2269,Testing,Coil Oven,30.52,77.46,12,35582,
7270,2270,Testing,Coil Oven,92.23,50.7,5,31943,
7271,2271,Testing,Coil Oven,75.74,41.43,12,50056,
7272,2272,Testing,Pump,17.0,38.69,6,59479,
7273,2273,Testing,Gauge Machine,6.97,49.77,12,52293,
7274,2274,Testing,Extruder,72.81,84.77,2,42185,
7275,2275,Testing,Coil Oven,19.59,94.74,13,40364,
7276,2276,Testing,Gauge Machine,64.54,85.41,7,47335,
7277,2277,Testing,Coil Oven,84.42,50.16,10,77712,
7278,2278,Testing,Gauge Machine,65.26,63.85,14,30114,
7279,2279,Testing,Pump,26.56,56.87,3,46410,
7280,2280,Testing,Pump,18.26,58.71,4,27883,
7281,2281,Testing,Pressure Cutter,91.79,77.99,2,78315,
7282,2282,Testing,Gauge Machine,81.73,90.88,16,43173,
7283,2283,Testing,Coil Oven,5.87,93.86,7,29895,
7284,2284,Testing,Pump,74.68,48.46,4,74936,
7285,2285,Testing,Gauge Machine,6.11,91.9,15,78592,
7286,2286,Testing,Extruder,37.82,66.36,14,76350,
7287,2287,Testing,Pressure Cutter,71.68,59.27,7,37693,
7288,2288,Testing,Pressure Cutter,95.76,89.96,13,27253,
7289,2289,Testing,Pump,57.39,58.76,9,56425,
7290,2290,Testing,Extruder,69.5,86.65,11,37279,
7291,2291,Testing,Extruder,99.82,44.21,10,75630,
7292,2292,Testing,Coil Oven,79.55,80.3,14,25752,
7293,2293,Testing,Extruder,41.56,77.74,12,52709,
7294,2294,Testing,Coil Oven,57.7,45.7,5,57766,
7295,2295,Testing,Pressure Cutter,88.08,39.62,14,64462,
7296,2296,Testing,Coil Oven,77.46,85.24,11,77875,
7297,2297,Testing,Coil Oven,14.2,63.56,5,37813,
7298,2298,Testing,Extruder,8.95,45.64,1,24714,
7299,2299,Testing,Pressure Cutter,6.19,73.95,9,50964,
7300,2300,Testing,Pump,26.02,69.9,13,34439,
7301,2301,Testing,Pressure Cutter,90.06,44.38,4,65324,
7302,2302,Testing,Extruder,93.25,37.56,14,41006,
7303,2303,Testing,Extruder,19.98,70.43,5,27949,
7304,2304,Testing,Pump,12.72,66.8,3,36408,
7305,2305,Testing,Pump,35.61,94.84,11,58979,
7306,2306,Testing,Pressure Cutter,41.88,57.99,15,40401,
7307,2307,Testing,Extruder,45.18,77.06,5,24816,
7308,2308,Testing,Extruder,84.53,38.55,3,57173,
7309,2309,Testing,Gauge Machine,59.65,74.27,10,46695,
7310,2310,Testing,Pump,34.52,74.67,9,29566,
7311,2311,Testing,Pressure Cutter,14.44,60.09,2,47405,
7312,2312,Testing,Pressure Cutter,73.25,61.82,11,75062,
7313,2313,Testing,Extruder,62.98,61.05,5,78924,
7314,2314,Testing,Extruder,18.24,45.18,16,66963,
7315,2315,Testing,Gauge Machine,10.28,54.7,3,60421,
7316,2316,Testing,Coil Oven,12.17,93.63,11,37820,
7317,2317,Testing,Pump,90.54,74.01,12,59526,
7318,2318,Testing,Pump,35.79,81.07,6,79664,
7319,2319,Testing,Gauge Machine,13.85,48.59,10,24981,
7320,2320,Testing,Coil Oven,23.11,74.07,9,68526,
7321,2321,Testing,Pressure Cutter,33.58,75.43,7,37588,
7322,2322,Testing,Extruder,51.21,36.99,8,25036,
7323,2323,Testing,Extruder,20.58,69.93,12,67294,
7324,2324,Testing,Extruder,54.89,82.74,16,28255,
7325,2325,Testing,Gauge Machine,85.07,65.9,5,23369,
7326,2326,Testing,Extruder,84.16,81.25,17,78923,
7327,2327,Testing,Coil Oven,47.19,66.59,3,64760,
7328,2328,Testing,Pump,93.81,75.65,16,36670,
7329,2329,Testing,Coil Oven,32.72,68.51,7,32064,
7330,2330,Testing,Extruder,8.73,58.41,14,38923,
7331,2331,Testing,Gauge Machine,50.24,83.91,6,43847,
7332,2332,Testing,Pressure Cutter,21.3,67.84,13,55510,
7333,2333,Testing,Extruder,47.26,48.81,16,65804,
7334,2334,Testing,Gauge Machine,85.46,83.7,2,54317,
7335,2335,Testing,Extruder,91.0,58.06,16,48823,
7336,2336,Testing,Pressure Cutter,67.43,63.44,6,68681,
7337,2337,Testing,Pump,8.58,86.54,14,50925,
7338,2338,Testing,Gauge Machine,57.23,92.57,17,42322,
7339,2339,Testing,Extruder,82.29,71.96,17,63501,
7340,2340,Testing,Pressure Cutter,93.66,42.21,4,57852,
7341,2341,Testing,Gauge Machine,56.23,62.28,10,60572,
7342,2342,Testing,Gauge Machine,67.94,36.62,8,29562,
7343,2343,Testing,Gauge Machine,71.18,76.94,12,37316,
7344,2344,Testing,Pump,97.02,53.32,9,41322,
7345,2345,Testing,Pump,25.57,85.55,2,50313,
7346,2346,Testing,Extruder,92.54,80.49,17,26609,
7347,2347,Testing,Gauge Machine,12.89,92.15,7,52025,
7348,2348,Testing,Extruder,57.19,67.14,10,30632,
7349,2349,Testing,Gauge Machine,36.1,90.68,14,24988,
7350,2350,Testing,Pump,14.36,68.48,9,70423,
7351,2351,Testing,Extruder,85.73,45.39,6,30838,
7352,2352,Testing,Coil Oven,72.71,81.05,12,29301,
7353,2353,Testing,Pump,21.17,59.39,2,63236,
7354,2354,Testing,Extruder,51.42,46.62,6,23899,
7355,2355,Testing,Pressure Cutter,77.64,54.75,7,49912,
7356,2356,Testing,Coil Oven,9.33,62.78,16,33452,
7357,2357,Testing,Pump,83.75,41.05,13,51385,
7358,2358,Testing,Pump,76.79,48.24,9,44299,
7359,2359,Testing,Extruder,37.68,51.78,16,78735,
7360,2360,Testing,Gauge Machine,60.42,59.84,16,68523,
7361,2361,Testing,Coil Oven,82.43,94.87,7,74378,
7362,2362,Testing,Pressure Cutter,22.61,61.62,6,56758,
7363,2363,Testing,Pump,73.28,89.37,17,70984,
7364,2364,Testing,Pump,56.44,83.36,7,32814,
7365,2365,Testing,Pressure Cutter,62.98,73.94,13,61674,
7366,2366,Testing,Pump,34.82,66.8,9,50231,
7367,2367,Testing,Gauge Machine,97.32,45.52,11,67240,
7368,2368,Testing,Extruder,65.21,38.49,8,61901,
7369,2369,Testing,Pressure Cutter,67.28,74.54,12,57136,
7370,2370,Testing,Pressure Cutter,56.55,93.79,17,29995,
7371,2371,Testing,Pressure Cutter,65.93,35.41,9,66782,
7372,2372,Testing,Pressure Cutter,16.2,46.32,7,43267,
7373,2373,Testing,Gauge Machine,12.06,71.04,3,69098,
7374,2374,Testing,Pump,85.47,70.88,6,75971,
7375,2375,Testing,Pump,80.41,59.89,17,26926,
7376,2376,Testing,Pressure Cutter,16.22,66.43,10,79413,
7377,2377,Testing,Extruder,39.07,45.23,6,46449,
7378,2378,Testing,Gauge Machine,71.67,52.17,11,50785,
7379,2379,Testing,Gauge Machine,35.72,59.44,5,79483,
7380,2380,Testing,Gauge Machine,77.97,41.43,12,73862,
7381,2381,Testing,Gauge Machine,68.3,57.7,5,43317,
7382,2382,Testing,Extruder,27.68,42.67,3,48853,
7383,2383,Testing,Pump,77.54,67.28,6,50745,
7384,2384,Testing,Pump,75.44,61.34,7,30095,
7385,2385,Testing,Pressure Cutter,17.48,91.75,10,78141,
7386,2386,Testing,Gauge Machine,95.65,79.77,2,46155,
7387,2387,Testing,Coil Oven,74.42,89.79,8,29683,
7388,2388,Testing,Extruder,12.52,90.5,14,51863,
7389,2389,Testing,Pressure Cutter,25.88,45.88,16,52552,
7390,2390,Testing,Extruder,66.03,74.48,2,66471,
7391,2391,Testing,Extruder,17.97,65.82,9,43284,
7392,2392,Testing,Pressure Cutter,96.49,38.43,3,34541,
7393,2393,Testing,Coil Oven,72.62,67.96,13,53336,
7394,2394,Testing,Pump,94.86,52.53,15,46942,
7395,2395,Testing,Pump,23.11,65.89,5,28972,
7396,2396,Testing,Gauge Machine,66.03,67.57,10,60834,
7397,2397,Testing,Gauge Machine,29.46,71.53,4,31793,
7398,2398,Testing,Extruder,48.13,92.7,2,59882,
7399,2399,Testing,Coil Oven,25.64,81.67,2,56534,
7400,2400,Testing,Extruder,61.65,73.21,8,39666,
7401,2401,Testing,Gauge Machine,9.8,67.16,15,79452,
7402,2402,Testing,Gauge Machine,55.24,63.2,15,49468,
7403,2403,Testing,Gauge Machine,54.54,91.01,14,66698,
7404,2404,Testing,Pressure Cutter,91.36,61.92,3,66904,
7405,2405,Testing,Extruder,42.02,48.6,16,70534,
7406,2406,Testing,Pump,51.54,57.65,7,60567,
7407,2407,Testing,Gauge Machine,97.25,85.47,11,51725,
7408,2408,Testing,Coil Oven,96.07,58.95,17,70464,
7409,2409,Testing,Coil Oven,7.12,50.64,4,68207,
7410,2410,Testing,Pressure Cutter,83.71,83.99,12,69025,
7411,2411,Testing,Pressure Cutter,51.04,54.23,7,44810,
7412,2412,Testing,Pump,28.37,81.51,4,73683,
7413,2413,Testing,Pump,94.65,50.16,10,71720,
7414,2414,Testing,Extruder,44.02,40.8,6,36888,
7415,2415,Testing,Coil Oven,99.1,54.1,9,63351,
7416,2416,Testing,Pressure Cutter,23.93,62.5,3,51851,
7417,2417,Testing,Coil Oven,72.39,75.7,1,70014,
7418,2418,Testing,Extruder,33.85,57.17,2,58284,
7419,2419,Testing,Pressure Cutter,29.87,66.67,9,36282,
7420,2420,Testing,Coil Oven,91.75,63.38,3,45913,
7421,2421,Testing,Gauge Machine,63.85,91.61,11,72509,
7422,2422,Testing,Pressure Cutter,86.0,68.43,5,67483,
7423,2423,Testing,Pump,8.51,47.68,7,66269,
7424,2424,Testing,Coil Oven,40.5,86.93,15,57448,
7425,2425,Testing,Coil Oven,80.0,77.27,15,65337,
7426,2426,Testing,Coil Oven,6.13,38.3,10,69240,
7427,2427,Testing,Pressure Cutter,10.02,44.05,6,59946,
7428,2428,Testing,Extruder,28.76,76.17,7,63452,
7429,2429,Testing,Extruder,9.66,36.85,12,64671,
7430,2430,Testing,Pressure Cutter,22.31,71.57,14,66630,
7431,2431,Testing,Pump,81.82,46.16,6,64532,
7432,2432,Testing,Gauge Machine,79.74,93.61,3,62982,
7433,2433,Testing,Pressure Cutter,16.33,38.17,1,42720,
7434,2434,Testing,Extruder,80.1,52.86,14,73495,
7435,2435,Testing,Extruder,68.36,58.0,14,36065,
7436,2436,Testing,Extruder,37.81,36.56,1,27731,
7437,2437,Testing,Gauge Machine,93.48,81.82,7,49783,
7438,2438,Testing,Gauge Machine,70.42,42.98,5,28449,
7439,2439,Testing,Pump,46.53,62.53,6,24574,
7440,2440,Testing,Pressure Cutter,68.04,39.49,11,71761,
7441,2441,Testing,Pressure Cutter,69.32,57.34,13,60964,
7442,2442,Testing,Pressure Cutter,88.66,59.77,6,44593,
7443,2443,Testing,Extruder,21.66,94.94,2,27231,
7444,2444,Testing,Extruder,67.15,70.44,5,53077,
7445,2445,Testing,Pressure Cutter,44.25,43.06,12,62490,
7446,2446,Testing,Pump,38.99,35.26,6,71821,
7447,2447,Testing,Gauge Machine,27.34,48.33,11,59347,
7448,2448,Testing,Pump,73.31,79.56,3,57357,
7449,2449,Testing,Extruder,87.15,73.35,9,70843,
7450,2450,Testing,Extruder,49.71,83.0,10,61387,
7451,2451,Testing,Pressure Cutter,8.41,39.32,3,42883,
7452,2452,Testing,Extruder,30.26,81.53,15,49349,
7453,2453,Testing,Extruder,79.76,42.66,13,63264,
7454,2454,Testing,Extruder,19.27,43.89,11,40261,
7455,2455,Testing,Pressure Cutter,66.26,94.24,3,32615,
7456,2456,Testing,Pressure Cutter,39.79,79.69,14,61513,
7457,2457,Testing,Extruder,27.42,80.64,9,40865,
7458,2458,Testing,Gauge Machine,24.75,46.9,12,76806,
7459,2459,Testing,Gauge Machine,41.0,45.95,3,50930,
7460,2460,Testing,Pressure Cutter,88.2,72.17,9,66713,
7461,2461,Testing,Pressure Cutter,36.25,73.85,5,40612,
7462,2462,Testing,Gauge Machine,82.77,43.18,6,31935,
7463,2463,Testing,Pump,8.75,79.19,9,56223,
7464,2464,Testing,Pump,14.36,77.64,15,62343,
7465,2465,Testing,Pump,13.77,72.78,14,60360,
7466,2466,Testing,Gauge Machine,11.76,37.22,12,40556,
7467,2467,Testing,Extruder,88.68,48.52,5,63414,
7468,2468,Testing,Pump,86.27,64.78,12,49733,
7469,2469,Testing,Gauge Machine,63.73,52.3,16,44502,
7470,2470,Testing,Pressure Cutter,76.19,89.18,14,65550,
7471,2471,Testing,Coil Oven,94.65,77.61,11,40265,
7472,2472,Testing,Pump,89.76,84.99,14,69784,
7473,2473,Testing,Pressure Cutter,34.05,74.44,3,24532,
7474,2474,Testing,Pressure Cutter,99.02,36.45,8,33933,
7475,2475,Testing,Pressure Cutter,38.41,85.83,10,48637,
7476,2476,Testing,Gauge Machine,81.41,78.78,13,70037,
7477,2477,Testing,Pump,46.5,37.53,8,52858,
7478,2478,Testing,Pressure Cutter,42.37,56.07,11,67825,
7479,2479,Testing,Gauge Machine,75.28,76.99,4,40831,
7480,2480,Testing,Pump,83.51,75.03,10,53974,
7481,2481,Testing,Coil Oven,50.06,43.01,16,54263,
7482,2482,Testing,Extruder,69.27,79.81,5,61558,
7483,2483,Testing,Coil Oven,43.14,60.33,1,63899,
7484,2484,Testing,Coil Oven,50.0,51.87,3,38583,
7485,2485,Testing,Extruder,65.16,56.05,5,72945,
7486,2486,Testing,Pump,59.65,86.49,7,28599,
7487,2487,Testing,Coil Oven,7.1,45.58,10,29236,
7488,2488,Testing,Coil Oven,74.37,94.02,13,47936,
7489,2489,Testing,Pump,10.85,67.66,6,51104,
7490,2490,Testing,Coil Oven,12.6,50.42,9,40169,
7491,2491,Testing,Pump,74.4,80.09,3,35064,
7492,2492,Testing,Extruder,26.98,54.55,2,77670,
7493,2493,Testing,Pressure Cutter,10.89,58.76,4,55525,
7494,2494,Testing,Extruder,78.86,63.31,7,63660,
7495,2495,Testing,Extruder,76.56,66.14,1,77317,
7496,2496,Testing,Coil Oven,83.64,47.82,14,51291,
7497,2497,Testing,Coil Oven,56.7,36.23,2,36108,
7498,2498,Testing,Gauge Machine,9.57,71.44,11,24368,
7499,2499,Testing,Extruder,78.14,85.27,7,64763,
7500,2500,Testing,Coil Oven,40.83,89.63,13,25621,
7501,2501,Testing,Pump,62.74,41.63,3,40177,
7502,2502,Testing,Extruder,7.47,94.59,9,62019,
7503,2503,Testing,Extruder,25.18,62.97,9,58637,
7504,2504,Testing,Extruder,14.98,39.13,7,46949,
7505,2505,Testing,Extruder,13.51,42.77,15,27913,
7506,2506,Testing,Extruder,70.11,90.3,6,52978,
7507,2507,Testing,Pressure Cutter,83.92,68.73,9,74135,
7508,2508,Testing,Pressure Cutter,33.77,87.79,6,42923,
7509,2509,Testing,Extruder,96.06,54.31,11,56905,
7510,2510,Testing,Pressure Cutter,72.98,68.27,16,44238,
7511,2511,Testing,Pressure Cutter,87.33,63.67,2,43045,
7512,2512,Testing,Coil Oven,56.02,57.73,9,54652,
7513,2513,Testing,Coil Oven,28.66,58.35,16,51784,
7514,2514,Testing,Coil Oven,69.48,36.64,2,48510,
7515,2515,Testing,Pump,35.87,82.9,16,50588,
7516,2516,Testing,Pressure Cutter,56.34,86.78,7,29548,
7517,2517,Testing,Pressure Cutter,84.83,36.58,7,36576,
7518,2518,Testing,Pressure Cutter,45.92,41.15,16,46223,
7519,2519,Testing,Extruder,17.47,56.0,15,37297,
7520,2520,Testing,Extruder,8.44,84.4,2,28549,
7521,2521,Testing,Pressure Cutter,36.28,38.35,2,26202,
7522,2522,Testing,Coil Oven,56.73,49.54,17,71130,
7523,2523,Testing,Coil Oven,79.92,73.6,5,37674,
7524,2524,Testing,Pump,50.51,82.9,7,52495,
7525,2525,Testing,Extruder,50.73,73.11,4,66985,
7526,2526,Testing,Pressure Cutter,60.88,75.97,3,68163,
7527,2527,Testing,Pump,45.01,76.31,3,75596,
7528,2528,Testing,Pump,8.26,57.51,4,38584,
7529,2529,Testing,Extruder,11.9,74.22,7,62042,
7530,2530,Testing,Gauge Machine,36.9,83.8,7,75817,
7531,2531,Testing,Pressure Cutter,95.56,65.55,3,23181,
7532,2532,Testing,Coil Oven,92.41,79.99,8,60313,
7533,2533,Testing,Pressure Cutter,55.91,88.03,11,32779,
7534,2534,Testing,Pump,47.68,80.05,3,54926,
7535,2535,Testing,Pressure Cutter,70.8,43.9,11,35275,
7536,2536,Testing,Pressure Cutter,53.37,92.24,6,39759,
7537,2537,Testing,Pressure Cutter,45.29,59.17,15,29518,
7538,2538,Testing,Pump,85.39,93.1,6,46296,
7539,2539,Testing,Gauge Machine,38.43,50.9,10,29129,
7540,2540,Testing,Extruder,91.26,93.74,11,55709,
7541,2541,Testing,Coil Oven,34.87,57.83,9,59397,
7542,2542,Testing,Coil Oven,5.96,56.09,8,45109,
7543,2543,Testing,Pump,41.38,82.31,8,46453,
7544,2544,Testing,Pressure Cutter,86.92,67.71,13,48479,
7545,2545,Testing,Gauge Machine,81.78,63.16,7,71461,
7546,2546,Testing,Extruder,5.26,77.45,2,73704,
7547,2547,Testing,Pump,40.5,51.85,13,39458,
7548,2548,Testing,Gauge Machine,96.57,94.75,11,57596,
7549,2549,Testing,Coil Oven,65.8,41.21,12,36974,
7550,2550,Testing,Gauge Machine,73.56,48.46,4,28353,
7551,2551,Testing,Pump,12.63,74.34,17,30581,
7552,2552,Testing,Coil Oven,95.88,93.27,2,51182,
7553,2553,Testing,Coil Oven,35.99,41.61,13,69260,
7554,2554,Testing,Extruder,6.07,94.61,5,73935,
7555,2555,Testing,Pump,63.79,55.77,7,58008,
7556,2556,Testing,Pump,93.46,59.23,17,65920,
7557,2557,Testing,Extruder,55.16,85.92,3,59468,
7558,2558,Testing,Coil Oven,36.86,53.37,5,37585,
7559,2559,Testing,Extruder,87.49,53.53,11,30013,
7560,2560,Testing,Coil Oven,78.83,41.83,14,53636,
7561,2561,Testing,Gauge Machine,84.87,83.69,13,29593,
7562,2562,Testing,Gauge Machine,68.63,60.24,7,58473,
7563,2563,Testing,Pressure Cutter,92.5,81.67,5,24441,
7564,2564,Testing,Extruder,49.77,64.69,15,53101,
7565,2565,Testing,Pressure Cutter,8.36,57.78,16,78892,
7566,2566,Testing,Pressure Cutter,72.12,91.8,12,38066,
7567,2567,Testing,Pump,82.36,88.05,13,70462,
7568,2568,Testing,Pump,24.33,54.96,5,36569,
7569,2569,Testing,Gauge Machine,22.72,51.23,4,34129,
7570,2570,Testing,Gauge Machine,57.47,75.13,7,49059,
7571,2571,Testing,Pump,38.74,50.5,3,46292,
7572,2572,Testing,Pressure Cutter,29.38,72.16,7,70625,
7573,2573,Testing,Extruder,84.79,72.53,6,25975,
7574,2574,Testing,Coil Oven,72.68,76.74,2,51786,
7575,2575,Testing,Coil Oven,25.4,68.63,8,52585,
7576,2576,Testing,Pressure Cutter,95.66,84.1,5,65892,
7577,2577,Testing,Coil Oven,62.99,72.36,17,72868,
7578,2578,Testing,Pump,19.69,89.47,7,67533,
7579,2579,Testing,Pump,44.11,92.56,13,72057,
7580,2580,Testing,Pump,25.81,49.41,5,59564,
7581,2581,Testing,Pressure Cutter,94.04,39.9,10,51349,
7582,2582,Testing,Pressure Cutter,50.4,71.1,16,36488,
7583,2583,Testing,Gauge Machine,9.86,62.05,8,71049,
7584,2584,Testing,Pressure Cutter,12.77,39.55,11,28744,
7585,2585,Testing,Coil Oven,7.08,94.35,8,72737,
7586,2586,Testing,Gauge Machine,45.83,61.92,16,36049,
7587,2587,Testing,Pressure Cutter,13.36,48.76,9,64115,
7588,2588,Testing,Coil Oven,5.94,64.56,11,24567,
7589,2589,Testing,Pump,8.75,48.98,8,63438,
7590,2590,Testing,Pump,58.78,76.95,5,61787,
7591,2591,Testing,Extruder,50.79,81.2,16,35736,
7592,2592,Testing,Pressure Cutter,49.17,80.08,6,34358,
7593,2593,Testing,Pressure Cutter,60.27,84.92,4,31207,
7594,2594,Testing,Pump,70.96,93.11,2,77597,
7595,2595,Testing,Extruder,70.0,91.65,13,72904,
7596,2596,Testing,Gauge Machine,18.24,61.41,8,56371,
7597,2597,Testing,Pressure Cutter,31.59,81.77,6,45771,
7598,2598,Testing,Pump,18.38,62.82,4,41523,
7599,2599,Testing,Pump,20.73,51.96,13,74680,
7600,2600,Testing,Gauge Machine,12.86,58.79,14,23946,
7601,2601,Testing,Pump,35.05,55.19,14,76802,
7602,2602,Testing,Extruder,11.9,72.39,3,72061,
7603,2603,Testing,Pump,77.86,47.95,14,48588,
7604,2604,Testing,Coil Oven,99.31,47.35,5,70954,
7605,2605,Testing,Coil Oven,8.31,48.72,7,36001,
7606,2606,Testing,Pump,32.72,38.82,7,23592,
7607,2607,Testing,Coil Oven,29.18,76.37,1,46981,
7608,2608,Testing,Extruder,71.55,47.91,14,53278,
7609,2609,Testing,Pump,29.14,45.49,7,58636,
7610,2610,Testing,Pressure Cutter,81.9,88.99,13,33257,
7611,2611,Testing,Gauge Machine,38.36,73.89,12,60039,
