Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_751,Tunnel,New York,2022-01-20,2023-10-06,28701434,30078964.19,1377530.19,661,624,-37,1.23,1.7,130.85,16.17,38.67,Sunny,221,14600.6,265.55,9041,62.72,6,7.07,88.24,1,39.1,High
PJT_752,Tunnel,Houston,2022-01-21,2023-07-09,31248531,36953767.53,5705236.53,524,534,10,1.12,3.54,360.1,-7.55,70.13,Rainy,53,19642.57,518.16,3816,81.69,9,8.41,59.17,0,28.45,High
PJT_753,Bridge,Houston,2022-01-22,2023-04-10,12103831,15700462.35,3596631.35,400,443,43,1.94,2.79,304.28,43.38,47.6,Sunny,254,11783.16,112.29,2098,89.06,8,5.32,83.69,0,79.7,Medium
PJT_754,Building,Seattle,2022-01-23,2022-10-10,26778005,36169219.58,9391214.58,204,260,56,1.02,1.28,436.4,29.38,67.4,Cloudy,245,32925.16,533.51,2737,72.65,7,5.33,95.78,0,81.97,Medium
PJT_755,Building,Chicago,2022-01-24,2024-06-09,41004651,55451444.48,14446793.48,707,867,160,0.22,3.25,102.86,7.78,53.32,Snowy,184,23894.13,150.25,3189,41.93,8,3.87,66.2,0,29.24,Medium
PJT_756,Building,Los Angeles,2022-01-25,2023-01-12,32279524,40244001.62,7964477.62,361,352,-9,1.15,0.58,403.55,7.53,89.56,Snowy,95,32597.75,979.95,3765,77.14,0,8.03,95.02,0,33.55,High
PJT_757,Dam,Chicago,2022-01-26,2024-01-24,39819913,57444838.24,17624925.24,678,728,50,1.7,2.68,353.08,14.67,71.02,Rainy,58,39275.37,811.53,2222,43.32,9,7.18,75.27,1,31.52,High
PJT_758,Road,Los Angeles,2022-01-27,2024-05-31,14618723,20326526.04,5707803.04,820,855,35,1.99,2.19,101.75,24.44,86.67,Stormy,264,29556.64,541.1,7549,76.98,2,5.06,65.84,1,89.61,High
PJT_759,Dam,Seattle,2022-01-28,2022-09-12,9527835,12902869.21,3375034.21,221,227,6,0.92,1.34,362.67,-1.95,78.45,Sunny,210,33243.37,177.93,1410,81.1,4,4.77,94.83,0,79.67,Medium
PJT_760,Road,Los Angeles,2022-01-29,2024-02-25,19550271,18247505.71,-1302765.29,660,757,97,0.71,3.02,248.7,0.39,83.2,Rainy,82,47086.26,633.2,3945,51.87,8,1.65,51.6,0,16.71,Low
PJT_761,Building,Houston,2022-01-30,2024-04-26,22970075,20767859.88,-2202215.12,618,817,199,1.82,4.36,475.24,37.27,77.01,Stormy,133,18457.89,782.89,9102,89.16,7,1.06,51.4,1,84.94,Medium
PJT_762,Building,New York,2022-01-31,2023-09-22,43635177,44833764.03,1198587.03,581,599,18,0.46,4.99,113.73,4.09,52.14,Sunny,181,21162.38,271.65,5786,94.67,9,5.76,79.99,0,13.32,Medium
PJT_763,Dam,New York,2022-02-01,2024-04-23,34836286,45221476.01,10385190.01,725,812,87,1.27,3.04,339.28,10.91,37.63,Cloudy,114,37296.65,611.39,1786,88.79,6,4.76,89.84,0,32.79,Medium
PJT_764,Dam,Seattle,2022-02-02,2023-09-20,41216746,47264004.87,6047258.87,524,595,71,0.87,2.02,221.89,37.92,45.92,Snowy,295,32508.75,832.79,3109,58.31,1,8.16,87.58,0,92.71,High
PJT_765,Road,Houston,2022-02-03,2023-01-02,15284503,17446400.51,2161897.51,224,333,109,0.18,1.13,480.57,26.47,21.42,Stormy,155,13033.98,791.42,6446,75.2,5,5.88,53.97,0,87.79,High
PJT_766,Tunnel,Chicago,2022-02-04,2025-06-03,49122025,70281442.04,21159417.04,825,1215,390,0.76,1.29,198.49,8.79,56.68,Sunny,83,21926.63,822.69,6835,94.89,3,9.43,97.51,0,80.33,High
PJT_767,Road,Houston,2022-02-05,2022-11-08,40384827,58046634.71,17661807.71,200,276,76,0.6,2.4,482.98,27.6,55.35,Rainy,268,26052.71,891.39,2986,59.24,4,2.77,85.15,1,51.18,Medium
PJT_768,Dam,New York,2022-02-06,2024-06-05,26826151,38777339.65,11951188.65,813,850,37,1.4,1.84,455.67,-8.92,56.77,Sunny,134,23872.54,943.91,9126,89.2,4,9.91,97.46,1,38.93,High
PJT_769,Dam,New York,2022-02-07,2022-09-29,19434369,21150945.52,1716576.52,249,234,-15,1.9,4.57,171.67,30.46,88.18,Rainy,137,13022.37,464.97,8300,40.57,3,3.68,66.45,0,89.34,Medium
PJT_770,Bridge,Houston,2022-02-08,2022-10-13,44428295,58406924.41,13978629.41,227,247,20,0.61,1.84,411.59,16.79,83.8,Snowy,256,46599.35,611.89,6709,40.22,3,6.78,84.7,0,69.14,High
PJT_771,Dam,Houston,2022-02-09,2024-01-20,49964527,53111288.35,3146761.35,670,710,40,1.64,1.87,498.02,34.73,31.32,Snowy,276,39304.34,811.59,3403,85.58,3,5.52,93.0,0,36.6,Medium
PJT_772,Bridge,New York,2022-02-10,2024-07-08,8083610,8199738.33,116128.33,730,879,149,0.21,1.92,163.7,42.51,45.82,Sunny,241,26661.01,727.43,9262,85.69,1,4.24,69.02,0,51.69,Medium
PJT_773,Tunnel,Chicago,2022-02-11,2023-11-10,17411413,17599098.88,187685.88,466,637,171,1.12,4.18,246.55,40.92,49.68,Sunny,202,35602.75,995.97,5401,87.34,0,2.25,98.24,0,89.34,Low
PJT_774,Road,Seattle,2022-02-12,2022-11-06,30321828,33513642.26,3191814.26,189,267,78,0.23,3.25,284.08,40.01,45.24,Rainy,104,45377.72,112.31,7701,95.8,1,2.21,63.25,0,91.31,Low
PJT_775,Road,Seattle,2022-02-13,2024-11-23,18256299,21140330.02,2884031.02,721,1014,293,1.87,3.07,182.72,18.17,75.89,Rainy,186,11127.84,419.62,4295,47.07,6,7.4,65.78,1,69.34,High
PJT_776,Bridge,Houston,2022-02-14,2023-07-04,27560140,38544771.29,10984631.29,453,505,52,1.56,1.67,56.87,9.81,56.68,Stormy,66,16266.79,352.93,9953,53.92,0,4.4,96.02,0,75.93,Medium
PJT_777,Road,Seattle,2022-02-15,2024-12-03,2901740,2820301.67,-81438.33,779,1022,243,1.35,4.09,149.06,15.58,60.05,Stormy,198,29421.56,336.08,3121,94.22,5,9.65,98.48,1,13.54,High
PJT_778,Dam,New York,2022-02-16,2023-10-18,40202825,53910199.64,13707374.64,560,609,49,1.67,0.19,176.87,27.94,79.71,Stormy,237,40955.47,300.28,4582,50.63,3,3.93,64.26,0,64.41,Medium
PJT_779,Building,New York,2022-02-17,2023-06-08,47205667,57537710.52,10332043.52,508,476,-32,1.33,4.35,249.62,38.62,76.41,Sunny,190,6631.47,738.21,5197,80.93,1,9.85,56.82,0,72.01,High
PJT_780,Bridge,Houston,2022-02-18,2024-07-06,33791816,36250752.02,2458936.02,658,869,211,1.94,2.56,127.0,1.38,29.25,Stormy,180,49280.82,176.28,6700,71.83,2,2.85,87.95,0,11.83,Medium
PJT_781,Road,Houston,2022-02-19,2022-08-14,31973687,38230673.79,6256986.79,194,176,-18,1.46,1.99,442.96,40.5,69.97,Sunny,245,25470.8,767.45,8232,44.99,6,1.93,96.48,1,85.95,Medium
PJT_782,Bridge,Houston,2022-02-20,2024-04-26,25530166,27571691.9,2041525.9,695,796,101,1.86,2.49,367.21,34.83,50.48,Snowy,53,21165.4,724.08,5288,57.12,5,3.81,80.04,0,93.55,Medium
PJT_783,Bridge,Chicago,2022-02-21,2023-04-03,8395873,10559062.74,2163189.74,370,406,36,1.08,3.34,88.34,43.84,40.63,Cloudy,284,18172.6,325.72,2085,71.22,5,8.97,81.73,0,31.41,High
PJT_784,Building,Seattle,2022-02-22,2023-05-25,39139378,45413668.97,6274290.97,347,457,110,0.32,0.06,342.54,38.41,23.5,Snowy,269,12846.05,327.55,9645,91.14,7,5.7,88.15,0,86.12,High
PJT_785,Dam,Houston,2022-02-23,2024-10-02,45238976,45177601.07,-61374.93,700,952,252,1.1,4.36,344.15,5.4,54.11,Sunny,56,40620.83,665.97,3621,82.45,7,2.22,57.65,0,69.9,Low
PJT_786,Bridge,Los Angeles,2022-02-24,2024-07-09,48278684,46827902.05,-1450781.95,800,866,66,0.34,2.23,480.3,-4.17,44.88,Sunny,75,47993.64,785.95,9810,77.31,5,2.82,98.67,1,62.26,Medium
PJT_787,Road,Los Angeles,2022-02-25,2023-05-09,45855106,56310868.47,10455762.47,316,438,122,1.23,1.71,51.36,-3.83,37.61,Cloudy,252,23614.01,888.84,9828,69.76,0,3.8,68.22,0,85.88,Medium
PJT_788,Tunnel,New York,2022-02-26,2023-02-19,8873491,12790674.26,3917183.26,333,358,25,1.02,0.69,161.57,6.02,68.63,Rainy,73,47858.93,866.93,3348,57.92,9,6.31,81.41,1,35.7,High
PJT_789,Bridge,Seattle,2022-02-27,2023-12-21,19317940,21372878.37,2054938.37,567,662,95,1.28,2.2,467.51,23.78,73.86,Rainy,284,42070.89,968.39,5874,47.15,6,3.99,73.43,0,81.18,Medium
PJT_790,Bridge,Houston,2022-02-28,2023-07-31,6875293,9211518.0,2336225.0,388,518,130,0.12,2.48,469.46,34.24,37.14,Rainy,59,26647.3,623.25,4036,64.54,7,7.72,73.41,0,38.31,High
PJT_791,Building,Los Angeles,2022-03-01,2023-10-15,47505570,61529062.86,14023492.86,451,593,142,0.47,2.02,374.26,39.46,23.46,Stormy,278,35331.18,917.79,3349,41.71,4,6.55,85.14,0,80.87,High
PJT_792,Dam,Seattle,2022-03-02,2023-06-26,30486438,44477668.88,13991230.88,322,481,159,1.03,3.39,394.59,24.31,79.41,Rainy,62,24574.29,827.66,6743,52.66,3,8.86,99.73,0,50.59,High
PJT_793,Tunnel,New York,2022-03-03,2024-05-29,43618713,60742922.92,17124209.92,790,818,28,1.91,2.1,91.17,-9.69,20.7,Stormy,174,30142.55,905.2,5432,65.95,6,5.51,82.95,1,20.53,High
PJT_794,Road,Chicago,2022-03-04,2023-01-20,28054353,34786364.07,6732011.07,248,322,74,0.83,4.81,281.24,0.25,85.6,Stormy,221,7612.09,110.46,7175,65.12,5,3.98,89.7,0,44.34,Medium
PJT_795,Tunnel,Seattle,2022-03-05,2023-08-26,35648748,46137262.0,10488514.0,426,539,113,0.91,3.0,154.21,-4.52,63.93,Rainy,283,36331.86,969.31,8265,42.66,5,9.97,51.38,0,31.01,High
PJT_796,Road,Seattle,2022-03-06,2023-12-04,5300915,7628185.68,2327270.68,440,638,198,1.46,4.04,131.55,9.98,42.53,Rainy,88,7377.11,526.18,7103,75.34,2,4.2,90.52,0,19.05,Medium
PJT_797,Dam,Chicago,2022-03-07,2022-11-18,49632668,56566911.12,6934243.12,258,256,-2,1.25,0.55,414.64,17.57,37.25,Cloudy,196,41768.82,818.36,8358,72.98,9,4.86,65.0,0,19.93,Medium
PJT_798,Road,Seattle,2022-03-08,2025-04-12,7760403,8505997.87,745594.87,837,1131,294,0.67,1.99,110.77,-7.61,20.63,Cloudy,228,42122.61,214.48,3031,44.69,3,8.28,56.34,0,80.21,High
PJT_799,Building,New York,2022-03-09,2024-11-28,49710324,45061745.08,-4648578.92,802,995,193,0.88,1.68,260.89,9.17,36.48,Stormy,68,15668.48,456.35,2249,96.59,4,1.8,55.67,0,89.33,Low
PJT_800,Building,New York,2022-03-10,2024-06-22,41174673,57476987.82,16302314.82,784,835,51,0.51,2.85,472.36,-0.15,29.64,Cloudy,125,19564.83,344.31,7808,45.96,8,4.48,83.99,1,93.44,High
PJT_801,Building,Chicago,2022-03-11,2024-06-22,2636675,3640162.97,1003487.97,704,834,130,1.94,4.31,133.62,25.59,62.85,Stormy,101,26658.97,362.49,4556,91.29,7,1.77,99.88,0,86.86,Low
PJT_802,Building,Houston,2022-03-12,2024-08-08,16125440,15523521.04,-601918.96,800,880,80,0.35,0.39,490.1,15.53,31.66,Sunny,263,31849.83,210.93,9519,40.02,2,2.25,83.31,0,84.72,Low
PJT_803,Tunnel,Los Angeles,2022-03-13,2023-12-08,26872497,33486206.25,6613709.25,509,635,126,0.81,0.36,497.43,17.24,57.0,Stormy,224,17930.91,825.19,9988,92.94,5,1.04,63.12,1,16.2,Medium
PJT_804,Dam,Houston,2022-03-14,2023-08-23,18579065,21893366.18,3314301.18,368,527,159,0.15,4.25,300.03,13.52,61.31,Stormy,278,31661.89,108.32,6299,41.18,9,1.09,60.17,0,81.11,Low
PJT_805,Road,Seattle,2022-03-15,2023-02-18,11117273,10797378.55,-319894.45,274,340,66,0.52,1.06,126.56,42.58,40.86,Cloudy,169,18400.42,381.25,4094,85.47,0,4.42,76.3,0,80.5,Medium
PJT_806,Road,Los Angeles,2022-03-16,2024-12-28,25147347,37427825.98,12280478.98,796,1018,222,1.58,3.34,192.25,1.81,22.45,Sunny,207,7497.08,256.97,3977,61.7,2,8.28,53.25,0,21.82,High
PJT_807,Building,Chicago,2022-03-17,2022-10-30,35590323,36615948.29,1025625.29,187,227,40,0.48,2.71,241.02,18.42,22.61,Snowy,95,5113.74,630.14,1962,84.29,9,6.28,69.97,0,69.58,High
PJT_808,Building,Chicago,2022-03-18,2022-11-02,26589001,25002714.71,-1586286.29,246,229,-17,0.25,4.16,189.2,30.48,21.84,Snowy,253,9551.8,328.83,6725,64.1,6,6.71,83.31,0,50.73,High
PJT_809,Bridge,Los Angeles,2022-03-19,2024-02-19,10031370,12608513.49,2577143.49,675,702,27,1.0,0.63,176.29,20.63,71.74,Snowy,270,40651.28,333.1,6489,44.25,6,5.67,98.38,0,91.0,Medium
PJT_810,Dam,New York,2022-03-20,2023-06-05,8611432,11567908.89,2956476.89,370,442,72,0.12,0.65,487.5,41.1,42.26,Sunny,198,48264.41,539.5,2268,86.05,1,8.38,71.28,1,72.59,High
PJT_811,Tunnel,Los Angeles,2022-03-21,2023-11-03,33985192,31248230.85,-2736961.15,545,592,47,0.26,2.78,119.01,10.79,75.74,Rainy,124,24213.48,687.42,6279,44.28,2,8.92,60.01,0,95.59,High
PJT_812,Road,Seattle,2022-03-22,2024-02-26,43710916,56615715.22,12904799.22,700,706,6,1.63,4.73,380.0,15.5,50.22,Sunny,173,28070.78,209.17,1372,95.33,6,8.65,90.87,0,19.44,High
PJT_813,Bridge,New York,2022-03-23,2023-03-14,21481913,26194510.36,4712597.36,296,356,60,1.57,2.07,50.18,-5.13,51.71,Cloudy,278,11608.17,257.96,5380,43.06,5,8.31,87.21,0,13.65,High
PJT_814,Bridge,Chicago,2022-03-24,2023-07-25,14722816,14162745.43,-560070.57,446,488,42,1.84,1.63,318.28,23.49,55.9,Stormy,97,29796.41,322.46,8617,68.76,6,2.64,92.99,1,97.62,Medium
PJT_815,Road,Los Angeles,2022-03-25,2024-07-05,15374288,15428318.26,54030.26,790,833,43,1.72,3.03,462.17,5.85,69.91,Stormy,111,11509.47,976.37,7279,83.38,9,6.34,60.74,1,17.22,High
PJT_816,Tunnel,Houston,2022-03-26,2024-05-16,33439573,41491306.49,8051733.49,664,782,118,1.4,4.65,179.57,-1.18,39.15,Cloudy,107,32504.64,457.44,1095,63.59,8,6.24,70.24,0,44.76,High
PJT_817,Bridge,Houston,2022-03-27,2024-01-30,32762785,35312206.96,2549421.96,688,674,-14,0.2,4.18,133.49,19.95,28.51,Cloudy,67,46996.64,639.09,5369,53.03,7,5.75,99.08,0,68.5,Medium
PJT_818,Bridge,Seattle,2022-03-28,2024-02-21,33963575,49688351.47,15724776.47,477,695,218,1.59,4.98,343.26,19.28,58.92,Stormy,157,13806.43,317.39,4941,85.55,5,5.33,57.9,0,89.21,High
PJT_819,Dam,Houston,2022-03-29,2023-07-29,6277420,8733423.77,2456003.77,343,487,144,1.71,0.11,370.67,-5.83,42.89,Rainy,236,39405.37,541.41,8021,87.06,3,1.8,83.57,0,32.91,Low
PJT_820,Tunnel,Los Angeles,2022-03-30,2024-04-03,27372008,40788132.87,13416124.87,555,735,180,1.62,0.56,359.61,28.4,50.97,Rainy,268,6057.61,166.71,4944,95.36,9,1.92,61.86,0,12.62,Low
PJT_821,Bridge,Los Angeles,2022-03-31,2024-06-10,41826435,44160454.78,2334019.78,832,802,-30,1.07,3.05,193.69,24.31,65.29,Rainy,278,21897.38,131.27,6868,62.57,8,9.12,75.01,0,56.92,High
PJT_822,Tunnel,Houston,2022-04-01,2023-12-02,16020740,23740080.12,7719340.12,447,610,163,0.54,4.1,163.49,0.4,54.59,Cloudy,97,9983.68,521.86,6396,70.38,6,6.67,90.03,0,52.4,High
PJT_823,Road,Los Angeles,2022-04-02,2025-01-04,2760511,3198715.4,438204.4,728,1008,280,1.71,1.43,480.16,15.82,63.42,Stormy,112,20861.39,458.79,9041,61.79,4,3.36,74.43,0,37.62,Medium
PJT_824,Building,Seattle,2022-04-03,2023-03-13,4541815,5034653.15,492838.15,253,344,91,1.48,1.2,465.48,29.62,58.09,Stormy,61,12809.16,223.19,1131,55.42,1,3.51,90.27,0,88.65,Medium
PJT_825,Bridge,New York,2022-04-04,2024-01-29,9434610,8776165.89,-658444.11,687,665,-22,1.96,3.93,255.79,19.12,71.79,Stormy,264,21798.72,718.84,8290,85.06,8,6.49,71.32,0,77.44,High
PJT_826,Dam,Seattle,2022-04-05,2023-02-23,25167060,23447121.85,-1719938.15,252,324,72,0.4,0.28,430.79,11.75,69.42,Sunny,83,23788.53,993.61,7516,60.38,6,4.66,99.97,0,87.23,Medium
PJT_827,Road,Seattle,2022-04-06,2024-02-17,5610146,7378501.91,1768355.91,487,682,195,0.53,1.85,253.55,7.73,57.39,Sunny,238,18526.6,456.08,6906,65.69,8,4.97,71.79,0,24.56,Medium
PJT_828,Tunnel,Los Angeles,2022-04-07,2023-07-22,38693721,45455734.95,6762013.95,378,471,93,0.5,2.53,240.98,23.57,67.52,Snowy,151,34547.99,662.1,1807,64.22,8,1.55,57.47,0,72.32,Low
PJT_829,Road,New York,2022-04-08,2023-05-11,6351826,6579938.97,228112.97,309,398,89,1.61,2.8,120.54,41.65,81.15,Sunny,136,46348.34,966.68,1050,82.76,9,2.25,70.09,1,97.76,Medium
PJT_830,Bridge,Los Angeles,2022-04-09,2024-09-07,14698156,18642879.21,3944723.21,751,882,131,0.46,3.64,241.88,26.95,50.26,Rainy,230,23026.79,848.38,6277,95.07,4,4.54,87.13,0,65.07,Medium
PJT_831,Tunnel,Chicago,2022-04-10,2024-12-01,40944891,43062350.75,2117459.75,794,966,172,0.23,1.77,291.84,-5.89,48.89,Rainy,74,13655.44,517.2,1055,80.01,6,7.3,92.4,0,25.42,High
PJT_832,Building,Los Angeles,2022-04-11,2023-12-15,36338438,45298735.62,8960297.62,666,613,-53,2.0,3.06,60.13,15.34,73.5,Rainy,239,17182.52,763.74,4664,68.29,4,1.43,73.01,0,99.62,Low
PJT_833,Road,Los Angeles,2022-04-12,2023-06-10,15900526,17737438.21,1836912.21,330,424,94,0.15,2.93,249.85,39.0,60.78,Rainy,181,43430.04,215.32,1743,86.75,2,4.01,79.72,0,57.55,Medium
PJT_834,Bridge,Los Angeles,2022-04-13,2024-06-26,39467910,55023450.1,15555540.1,848,805,-43,1.69,2.74,401.61,-4.8,24.97,Snowy,271,30723.79,560.89,7030,78.46,9,7.26,92.24,0,85.61,High
PJT_835,Dam,New York,2022-04-14,2023-07-05,10017497,13948540.1,3931043.1,385,447,62,0.79,3.2,356.02,44.39,82.45,Rainy,271,25475.5,351.15,9131,43.64,7,8.13,90.68,0,23.44,High
PJT_836,Tunnel,Los Angeles,2022-04-15,2023-05-05,9303143,11037344.11,1734201.11,358,385,27,1.7,1.3,335.82,42.2,22.15,Cloudy,190,11733.65,245.05,1079,45.74,7,2.71,82.89,0,69.95,Low
PJT_837,Road,New York,2022-04-16,2023-07-21,45310148,50316532.66,5006384.66,376,461,85,1.15,0.42,459.3,-5.69,72.39,Cloudy,219,25237.73,483.65,3966,42.28,8,7.58,90.75,0,92.14,High
PJT_838,Road,Houston,2022-04-17,2023-01-05,46787926,52287185.96,5499259.96,268,263,-5,1.81,0.6,58.11,41.34,73.12,Cloudy,98,17532.14,217.91,4728,67.41,5,9.6,78.8,0,57.88,High
PJT_839,Building,Chicago,2022-04-18,2024-07-02,33580457,46456168.49,12875711.49,613,806,193,1.86,1.12,300.67,9.97,86.72,Sunny,127,47442.34,729.09,5536,89.55,1,9.16,50.23,0,35.98,High
PJT_840,Building,New York,2022-04-19,2023-08-30,7679155,8423324.17,744169.17,362,498,136,0.12,2.5,404.31,36.46,23.79,Stormy,233,44783.15,510.62,1125,58.78,2,8.1,52.06,1,21.47,High
PJT_841,Dam,Houston,2022-04-20,2023-05-12,6737580,6908954.55,171374.55,388,387,-1,0.24,4.2,293.6,13.01,61.78,Snowy,224,8775.61,578.03,6813,63.05,9,7.41,98.99,0,36.64,High
PJT_842,Dam,New York,2022-04-21,2024-01-28,23802311,22631546.85,-1170764.15,672,647,-25,0.58,3.51,195.75,14.25,49.95,Cloudy,185,28249.41,231.74,9410,94.57,5,3.12,57.25,0,41.94,Medium
PJT_843,Bridge,New York,2022-04-22,2023-02-21,15773394,18612855.28,2839461.28,309,305,-4,1.37,3.95,111.31,24.88,43.14,Cloudy,104,15127.63,225.79,1947,90.21,0,6.71,70.23,1,73.9,High
PJT_844,Bridge,Chicago,2022-04-23,2025-08-09,1225391,1457332.1,231941.1,844,1204,360,1.79,1.75,449.4,32.6,26.32,Rainy,265,23484.97,625.07,1594,79.9,1,6.79,96.69,0,26.08,High
PJT_845,Dam,Seattle,2022-04-24,2022-12-14,49448102,69452095.61,20003993.61,192,234,42,0.97,2.02,261.84,-8.14,59.39,Cloudy,67,44458.16,986.51,6030,56.01,7,4.66,59.75,0,19.55,Medium
PJT_846,Dam,Seattle,2022-04-25,2024-12-10,7698541,7950616.01,252075.01,813,960,147,1.25,1.97,445.15,22.62,53.53,Rainy,84,28738.15,186.63,1140,47.02,7,5.44,92.19,0,44.82,Medium
PJT_847,Tunnel,New York,2022-04-26,2023-01-26,17968603,20279271.27,2310668.27,285,275,-10,0.46,0.96,313.63,0.27,27.32,Rainy,266,20039.69,357.16,4055,40.96,5,7.25,90.91,0,51.28,High
PJT_848,Building,Los Angeles,2022-04-27,2024-04-11,48427053,67073572.24,18646519.24,554,715,161,1.63,0.31,353.39,9.03,62.87,Stormy,258,14354.98,882.51,5205,46.42,2,9.57,99.32,0,66.55,High
PJT_849,Bridge,Houston,2022-04-28,2025-04-13,38187064,53239418.12,15052354.12,761,1081,320,1.94,2.95,411.92,9.14,71.66,Sunny,209,41014.62,165.04,6171,57.56,1,3.66,64.08,0,73.68,Medium
PJT_850,Building,Los Angeles,2022-04-29,2025-09-18,22385690,25312991.59,2927301.59,886,1238,352,0.61,4.95,346.62,15.8,73.71,Rainy,297,33103.31,888.3,8782,73.11,5,3.22,65.77,0,90.03,Medium
PJT_851,Building,Los Angeles,2022-04-30,2025-05-23,28949891,34029856.16,5079965.16,877,1119,242,1.04,0.83,229.12,8.38,83.38,Rainy,201,26062.95,571.86,3660,43.84,0,6.42,95.14,0,36.01,High
PJT_852,Dam,New York,2022-05-01,2023-01-19,15106894,16345229.28,1238335.28,278,263,-15,0.26,0.23,281.14,-4.1,48.66,Stormy,56,14786.8,467.44,7856,48.17,9,2.18,61.7,0,57.57,Low
PJT_853,Tunnel,New York,2022-05-02,2024-05-19,20312610,29646923.13,9334313.13,773,748,-25,1.16,3.9,411.37,-1.99,86.72,Rainy,62,20041.09,378.71,7089,50.86,5,6.24,77.4,0,42.94,High
PJT_854,Road,New York,2022-05-03,2024-04-14,30723044,29837798.18,-885245.82,766,712,-54,1.06,1.26,218.14,-8.16,80.58,Snowy,175,48192.95,367.41,6318,77.92,8,1.8,85.37,0,10.13,Low
PJT_855,Tunnel,New York,2022-05-04,2023-05-30,30538176,44593360.93,14055184.93,371,391,20,0.37,4.15,224.65,15.86,40.76,Sunny,268,28404.05,375.22,3552,76.95,6,5.42,63.59,0,62.15,Medium
PJT_856,Tunnel,Seattle,2022-05-05,2023-09-12,14580994,19105766.18,4524772.18,504,495,-9,0.94,3.52,93.06,42.49,31.15,Snowy,161,23031.47,896.32,4611,73.05,8,6.58,96.92,0,83.42,High
PJT_857,Building,New York,2022-05-06,2024-03-18,6596526,8040791.12,1444265.12,646,682,36,0.73,4.73,461.56,-3.64,50.48,Cloudy,118,28463.99,751.42,9062,55.03,1,1.63,83.28,0,13.28,Low
PJT_858,Tunnel,Seattle,2022-05-07,2024-01-15,34075239,31335434.28,-2739804.72,546,618,72,1.09,2.04,90.97,42.04,48.13,Sunny,149,40054.48,702.75,2040,62.27,4,2.86,52.36,0,10.31,Low
PJT_859,Bridge,Seattle,2022-05-08,2024-05-05,4291070,5086452.93,795382.93,497,728,231,1.21,3.31,341.69,30.33,60.3,Cloudy,139,20304.9,818.87,9506,45.8,8,4.02,56.79,0,75.5,Medium
PJT_860,Building,New York,2022-05-09,2023-06-22,18463484,21134205.97,2670721.97,323,409,86,0.12,2.32,235.94,25.06,60.84,Rainy,91,13041.78,331.4,8603,53.59,6,4.32,59.54,0,71.55,Medium
PJT_861,Bridge,Chicago,2022-05-10,2024-07-07,35356387,35240817.12,-115569.88,563,789,226,1.55,3.15,232.53,25.49,72.5,Stormy,158,31322.13,656.24,5172,93.86,8,7.08,62.25,0,46.53,High
PJT_862,Road,Houston,2022-05-11,2023-10-17,27276833,35292014.78,8015181.78,395,524,129,1.45,2.25,355.8,35.47,55.69,Snowy,208,34934.18,514.06,3946,98.78,5,5.76,86.53,0,69.54,High
PJT_863,Building,Los Angeles,2022-05-12,2023-10-16,36567580,54218405.1,17650825.1,540,522,-18,0.8,0.94,80.19,-4.12,27.34,Cloudy,251,37072.31,804.2,4236,78.86,6,4.44,54.45,1,95.8,High
PJT_864,Road,Seattle,2022-05-13,2024-03-18,24612951,30453931.3,5840980.3,503,675,172,0.2,2.54,317.17,17.76,80.08,Rainy,159,44689.44,378.33,4680,95.01,9,5.06,67.53,0,32.31,Medium
PJT_865,Building,Houston,2022-05-14,2022-12-07,39021655,51854002.96,12832347.96,194,207,13,1.53,2.64,397.41,28.34,41.68,Snowy,75,21702.84,678.86,5807,78.56,4,1.12,95.57,0,32.13,Low
PJT_866,Dam,Chicago,2022-05-15,2023-10-05,48116098,45280629.41,-2835468.59,396,508,112,1.91,4.05,422.7,22.28,87.99,Snowy,263,8390.97,893.99,2537,41.99,5,7.93,77.83,0,26.76,High
PJT_867,Tunnel,Los Angeles,2022-05-16,2024-05-26,1147745,1320595.62,172850.62,671,741,70,0.56,3.68,126.74,35.8,28.25,Cloudy,125,48125.69,461.94,4872,99.81,0,1.37,63.27,0,75.16,Low
PJT_868,Dam,Los Angeles,2022-05-17,2025-05-09,4792824,4648153.04,-144670.96,726,1088,362,0.71,3.32,453.84,-6.03,87.08,Rainy,81,24575.54,159.96,2867,45.94,0,8.46,97.85,1,41.79,High
PJT_869,Road,Seattle,2022-05-18,2023-06-05,44674032,56632265.26,11958233.26,362,383,21,0.45,0.57,345.27,27.99,26.37,Stormy,140,33046.59,564.45,2161,80.96,1,5.87,62.22,1,98.98,High
PJT_870,Tunnel,New York,2022-05-19,2023-09-10,34692118,50757666.46,16065548.46,449,479,30,1.2,3.6,446.83,19.37,36.17,Cloudy,274,34983.74,411.38,4920,55.17,3,5.75,95.25,0,74.32,High
PJT_871,Building,Chicago,2022-05-20,2024-12-17,6250295,8107049.13,1856754.13,646,942,296,0.39,2.5,268.38,10.85,23.26,Snowy,174,29593.12,705.0,6693,63.52,8,7.34,86.29,0,43.06,High
